,Unnamed: 0,Unnamed: 0.1,tube_assembly_id,supplier,bracket_pricing,quantity,cost,component_id_1_name,quantity_1,component_id_2_name,quantity_2,component_id_3_name,quantity_3,material_id,diameter,wall,length,num_bends,bend_radius,end_a_2x,end_x_2x,end_a,end_x,year,month,day
15917,15917,19881,TA-14107,S-0072,Yes,1,8.705062791,SLEEVE-ORFS,2,NUT-ORFS,2,,0,SP-0029,19.05,1.65,31.0,2,50.8,N,N,EF-003,EF-003,2014,1,1125
15918,15918,19883,TA-14110,S-0072,Yes,1,7.670136822,SLEEVE-ORFS,2,NUT-ORFS,2,,0,SP-0029,19.05,1.65,111.0,1,50.8,N,N,EF-003,EF-003,2014,5,1232
15919,15919,19884,TA-14110,S-0072,Yes,1,7.252827963,SLEEVE-ORFS,2,NUT-ORFS,2,,0,SP-0029,19.05,1.65,111.0,1,50.8,N,N,EF-003,EF-003,2014,5,1232
15920,15920,19891,TA-14129,S-0041,Yes,1,40.82949873,NUT-SWIVEL,1,SLEEVE-ORFS,1,ELBOW-90 DEGREES,1,SP-0029,15.88,2.11,43.0,2,50.8,N,N,EF-003,EF-003,2012,9,610
15921,15921,19892,TA-14129,S-0041,Yes,6,12.48309899,NUT-SWIVEL,1,SLEEVE-ORFS,1,ELBOW-90 DEGREES,1,SP-0029,15.88,2.11,43.0,2,50.8,N,N,EF-003,EF-003,2012,9,610
15922,15922,19893,TA-14129,S-0041,Yes,20,7.255610022,NUT-SWIVEL,1,SLEEVE-ORFS,1,ELBOW-90 DEGREES,1,SP-0029,15.88,2.11,43.0,2,50.8,N,N,EF-003,EF-003,2012,9,610
15923,15923,19894,TA-14130,S-0041,Yes,1,40.82949873,NUT-SWIVEL,1,SLEEVE-ORFS,1,ELBOW-90 DEGREES,1,SP-0029,15.88,2.11,43.0,2,50.8,N,N,EF-003,EF-003,2012,9,610
15924,15924,19895,TA-14130,S-0041,Yes,6,12.48309899,NUT-SWIVEL,1,SLEEVE-ORFS,1,ELBOW-90 DEGREES,1,SP-0029,15.88,2.11,43.0,2,50.8,N,N,EF-003,EF-003,2012,9,610
15925,15925,19896,TA-14130,S-0041,Yes,20,7.255610022,NUT-SWIVEL,1,SLEEVE-ORFS,1,ELBOW-90 DEGREES,1,SP-0029,15.88,2.11,43.0,2,50.8,N,N,EF-003,EF-003,2012,9,610
15926,15926,19897,TA-14132,S-0041,Yes,1,32.75318128,NUT-SWIVEL,2,SLEEVE-ORFS,2,,0,SP-0029,19.05,1.65,160.0,8,38.1,N,N,EF-003,EF-003,2012,9,610
15927,15927,19898,TA-14132,S-0041,Yes,6,8.504754539,NUT-SWIVEL,2,SLEEVE-ORFS,2,,0,SP-0029,19.05,1.65,160.0,8,38.1,N,N,EF-003,EF-003,2012,9,610
15928,15928,19899,TA-14132,S-0041,Yes,20,4.031203574,NUT-SWIVEL,2,SLEEVE-ORFS,2,,0,SP-0029,19.05,1.65,160.0,8,38.1,N,N,EF-003,EF-003,2012,9,610
15929,15929,19902,TA-14134,S-0058,Yes,300,12.14090573,NUT-SWIVEL,1,SLEEVE-ORFS,1,CONNECTOR-WELD,2,SP-0029,31.75,3.05,59.0,3,63.5,N,Y,EF-003,EF-003,2014,6,1265
15930,15930,19912,TA-14160,S-0066,Yes,1,15.05372156,FLANGE,1,,0,,0,SP-0029,127.0,1.65,35.0,1,127.0,Y,Y,EF-017,NONE,2014,8,1315
15931,15931,19913,TA-14160,S-0066,Yes,1,15.05372156,FLANGE,1,,0,,0,SP-0029,127.0,1.65,35.0,1,127.0,Y,Y,EF-017,NONE,2011,8,213
15932,15932,19916,TA-14165,S-0026,Yes,11,7.358546207,NUT-SWIVEL,1,SLEEVE-ORFS,1,,0,SP-0029,15.88,1.24,99.0,6,31.75,N,N,EF-003,EF-017,2014,2,1140
15933,15933,19917,TA-14165,S-0026,Yes,100,2.957328778,NUT-SWIVEL,1,SLEEVE-ORFS,1,,0,SP-0029,15.88,1.24,99.0,6,31.75,N,N,EF-003,EF-017,2014,2,1140
15934,15934,19919,TA-14167,S-0066,Yes,6,46.63843804,,0,,0,,0,SP-0029,88.9,1.65,134.0,4,101.6,Y,Y,EF-017,EF-017,2012,12,704
15935,15935,19920,TA-14167,S-0066,Yes,12,23.93127201,,0,,0,,0,SP-0029,88.9,1.65,134.0,4,101.6,Y,Y,EF-017,EF-017,2012,12,704
15936,15936,19926,TA-14180,S-0066,Yes,1,35.75780507,NUT-SWIVEL,2,nan,0,SLEEVE-ORFS,1,SP-0029,9.52,0.89,21.0,2,31.75,N,N,EF-003,EF-003,2012,8,591
15937,15937,19927,TA-14180,S-0066,Yes,6,8.524228952,NUT-SWIVEL,2,nan,0,SLEEVE-ORFS,1,SP-0029,9.52,0.89,21.0,2,31.75,N,N,EF-003,EF-003,2012,8,591
15938,15938,19928,TA-14180,S-0066,Yes,20,2.512199329,NUT-SWIVEL,2,nan,0,SLEEVE-ORFS,1,SP-0029,9.52,0.89,21.0,2,31.75,N,N,EF-003,EF-003,2012,8,591
15939,15939,19929,TA-14181,S-0066,Yes,1,36.37264012,NUT-SWIVEL,2,nan,0,SLEEVE-ORFS,1,SP-0029,9.52,0.89,75.0,4,31.75,N,N,EF-003,EF-003,2012,8,591
15940,15940,19930,TA-14181,S-0066,Yes,6,9.233654012,NUT-SWIVEL,2,nan,0,SLEEVE-ORFS,1,SP-0029,9.52,0.89,75.0,4,31.75,N,N,EF-003,EF-003,2012,8,591
15941,15941,19931,TA-14181,S-0066,Yes,20,3.221624389,NUT-SWIVEL,2,nan,0,SLEEVE-ORFS,1,SP-0029,9.52,0.89,75.0,4,31.75,N,N,EF-003,EF-003,2012,8,591
15942,15942,19941,TA-14201,S-0072,Yes,1,9.929168776,SLEEVE-FITTING,2,NUT,2,,0,SP-0029,31.75,1.65,62.0,3,63.5,N,Y,EF-018,EF-018,2014,5,1232
15943,15943,19942,TA-14202,S-0041,Yes,1,30.31887961,NUT-SWIVEL,2,SLEEVE-ORFS,2,,0,SP-0029,12.7,1.65,27.0,1,38.1,N,N,EF-003,EF-003,2012,6,518
15944,15944,19943,TA-14202,S-0041,Yes,6,6.607390262,NUT-SWIVEL,2,SLEEVE-ORFS,2,,0,SP-0029,12.7,1.65,27.0,1,38.1,N,N,EF-003,EF-003,2012,6,518
15945,15945,19944,TA-14202,S-0041,Yes,20,2.233993423,NUT-SWIVEL,2,SLEEVE-ORFS,2,,0,SP-0029,12.7,1.65,27.0,1,38.1,N,N,EF-003,EF-003,2012,6,518
15946,15946,19952,TA-14209,S-0054,Yes,1,10.57460648,NUT-SWIVEL,2,SLEEVE-ORFS,2,,0,SP-0029,9.52,0.89,18.0,2,31.75,N,N,EF-003,EF-003,2014,5,1244
15947,15947,19953,TA-14209,S-0054,Yes,2,6.607390262,NUT-SWIVEL,2,SLEEVE-ORFS,2,,0,SP-0029,9.52,0.89,18.0,2,31.75,N,N,EF-003,EF-003,2014,5,1244
15948,15948,19954,TA-14209,S-0054,Yes,3,5.288694268,NUT-SWIVEL,2,SLEEVE-ORFS,2,,0,SP-0029,9.52,0.89,18.0,2,31.75,N,N,EF-003,EF-003,2014,5,1244
15949,15949,19955,TA-14209,S-0054,Yes,5,3.566599712,NUT-SWIVEL,2,SLEEVE-ORFS,2,,0,SP-0029,9.52,0.89,18.0,2,31.75,N,N,EF-003,EF-003,2014,5,1244
15950,15950,19956,TA-14209,S-0054,Yes,10,2.907251715,NUT-SWIVEL,2,SLEEVE-ORFS,2,,0,SP-0029,9.52,0.89,18.0,2,31.75,N,N,EF-003,EF-003,2014,5,1244
15951,15951,19957,TA-14209,S-0054,Yes,20,2.576186687,NUT-SWIVEL,2,SLEEVE-ORFS,2,,0,SP-0029,9.52,0.89,18.0,2,31.75,N,N,EF-003,EF-003,2014,5,1244
15952,15952,19959,TA-14211,S-0041,Yes,1,30.96709937,NUT-SWIVEL,2,SLEEVE-ORFS,2,,0,SP-0029,12.7,1.24,60.0,3,38.1,N,N,EF-003,EF-003,2012,6,518
15953,15953,19960,TA-14211,S-0041,Yes,6,6.718672624,NUT-SWIVEL,2,SLEEVE-ORFS,2,,0,SP-0029,12.7,1.24,60.0,3,38.1,N,N,EF-003,EF-003,2012,6,518
15954,15954,19961,TA-14211,S-0041,Yes,20,2.245121659,NUT-SWIVEL,2,SLEEVE-ORFS,2,,0,SP-0029,12.7,1.24,60.0,3,38.1,N,N,EF-003,EF-003,2012,6,518
15955,15955,19964,TA-14219,S-0041,Yes,1,37.5021561,NUT-SWIVEL,1,SLEEVE-ORFS,1,CONNECTOR-SEAL,1,SP-0029,9.52,1.24,197.0,4,19.05,N,N,EF-003,EF-003,2012,5,487
15956,15956,19965,TA-14219,S-0041,Yes,6,9.158538417,NUT-SWIVEL,1,SLEEVE-ORFS,1,CONNECTOR-SEAL,1,SP-0029,9.52,1.24,197.0,4,19.05,N,N,EF-003,EF-003,2012,5,487
15957,15957,19966,TA-14219,S-0041,Yes,20,3.931049448,NUT-SWIVEL,1,SLEEVE-ORFS,1,CONNECTOR-SEAL,1,SP-0029,9.52,1.24,197.0,4,19.05,N,N,EF-003,EF-003,2012,5,487
15958,15958,19968,TA-14225,S-0041,Yes,1,37.93615731,NUT-SWIVEL,1,SLEEVE-ORFS,1,ELBOW-90 DEG,1,SP-0029,19.05,2.11,98.0,4,50.8,N,N,EF-003,EF-003,2012,9,610
15959,15959,19969,TA-14225,S-0041,Yes,6,9.59253963,NUT-SWIVEL,1,SLEEVE-ORFS,1,ELBOW-90 DEG,1,SP-0029,19.05,2.11,98.0,4,50.8,N,N,EF-003,EF-003,2012,9,610
15960,15960,19970,TA-14225,S-0041,Yes,20,4.365050661,NUT-SWIVEL,1,SLEEVE-ORFS,1,ELBOW-90 DEG,1,SP-0029,19.05,2.11,98.0,4,50.8,N,N,EF-003,EF-003,2012,9,610
15961,15961,19971,TA-14226,S-0041,Yes,20,3.622240893,NUT-SWIVEL,2,SLEEVE-ORFS,2,,0,SP-0029,19.05,1.24,148.0,8,50.8,N,N,EF-003,EF-003,2012,9,610
15962,15962,19972,TA-14227,S-0041,Yes,1,27.25583259,NUT-SWIVEL,2,SLEEVE-BRAZE,2,,0,SP-0035,6.35,0.89,88.0,5,19.05,N,N,EF-003,EF-003,2013,2,777
15963,15963,19973,TA-14227,S-0041,Yes,6,6.237376407,NUT-SWIVEL,2,SLEEVE-BRAZE,2,,0,SP-0035,6.35,0.89,88.0,5,19.05,N,N,EF-003,EF-003,2013,2,777
15964,15964,19974,TA-14227,S-0041,Yes,20,2.359186081,NUT-SWIVEL,2,SLEEVE-BRAZE,2,,0,SP-0035,6.35,0.89,88.0,5,19.05,N,N,EF-003,EF-003,2013,2,777
15965,15965,19977,TA-14233,S-0041,Yes,5,26.52415105,NUT-FLARED,2,,0,,0,SP-0039,6.35,0.71,201.0,9,19.05,N,N,EF-008,EF-008,2012,4,464
15966,15966,19978,TA-14233,S-0041,Yes,19,6.799352337,NUT-FLARED,2,,0,,0,SP-0039,6.35,0.71,201.0,9,19.05,N,N,EF-008,EF-008,2012,4,464
15967,15967,19979,TA-14233,S-0041,Yes,20,3.163201148,NUT-FLARED,2,,0,,0,SP-0039,6.35,0.71,201.0,9,19.05,N,N,EF-008,EF-008,2012,4,464
15968,15968,19980,TA-14236,S-0041,Yes,1,37.94728555,NUT-SWIVEL,1,SLEEVE-ORFS,1,CONNECTOR-SEAL,1,SP-0029,25.4,1.65,105.0,2,63.5,N,N,EF-003,EF-003,2012,9,610
15969,15969,19981,TA-14236,S-0041,Yes,6,9.600885808,NUT-SWIVEL,1,SLEEVE-ORFS,1,CONNECTOR-SEAL,1,SP-0029,25.4,1.65,105.0,2,63.5,N,N,EF-003,EF-003,2012,9,610
15970,15970,19982,TA-14236,S-0041,Yes,20,4.373396838,NUT-SWIVEL,1,SLEEVE-ORFS,1,CONNECTOR-SEAL,1,SP-0029,25.4,1.65,105.0,2,63.5,N,N,EF-003,EF-003,2012,9,610
15971,15971,19983,TA-14237,S-0041,Yes,5,24.71581267,NUT-FLARED,2,,0,,0,SP-0039,6.35,0.71,39.0,3,19.05,N,N,EF-008,EF-008,2012,4,479
15972,15972,19984,TA-14237,S-0041,Yes,19,4.993796008,NUT-FLARED,2,,0,,0,SP-0039,6.35,0.71,39.0,3,19.05,N,N,EF-008,EF-008,2012,4,479
15973,15973,19985,TA-14237,S-0041,Yes,20,1.354862761,NUT-FLARED,2,,0,,0,SP-0039,6.35,0.71,39.0,3,19.05,N,N,EF-008,EF-008,2012,4,479
15974,15974,19986,TA-14239,S-0041,Yes,5,24.7269409,NUT-FLARED,2,,0,,0,SP-0039,6.35,0.71,40.0,3,19.05,N,N,EF-008,EF-008,2012,4,479
15975,15975,19987,TA-14239,S-0041,Yes,19,5.002142185,NUT-FLARED,2,,0,,0,SP-0039,6.35,0.71,40.0,3,19.05,N,N,EF-008,EF-008,2012,4,479
15976,15976,19988,TA-14239,S-0041,Yes,20,1.365990997,NUT-FLARED,2,,0,,0,SP-0039,6.35,0.71,40.0,3,19.05,N,N,EF-008,EF-008,2012,4,479
15977,15977,19989,TA-14240,S-0041,Yes,5,24.71581267,NUT-FLARED,2,,0,,0,SP-0039,6.35,0.71,39.0,3,19.05,N,N,EF-008,EF-008,2012,4,479
15978,15978,19990,TA-14240,S-0041,Yes,19,4.993796008,NUT-FLARED,2,,0,,0,SP-0039,6.35,0.71,39.0,3,19.05,N,N,EF-008,EF-008,2012,4,479
15979,15979,19991,TA-14240,S-0041,Yes,20,1.354862761,NUT-FLARED,2,,0,,0,SP-0039,6.35,0.71,39.0,3,19.05,N,N,EF-008,EF-008,2012,4,479
15980,15980,19995,TA-14253,S-0041,Yes,1,31.87405062,NUT-SWIVEL,1,SLEEVE-ORFS,1,CONNECTOR-SEAL,1,SP-0029,12.7,1.65,122.0,8,38.1,N,N,EF-003,EF-003,2012,6,518
15981,15981,19996,TA-14253,S-0041,Yes,6,8.162561275,NUT-SWIVEL,1,SLEEVE-ORFS,1,CONNECTOR-SEAL,1,SP-0029,12.7,1.65,122.0,8,38.1,N,N,EF-003,EF-003,2012,6,518
15982,15982,19997,TA-14253,S-0041,Yes,20,3.789164436,NUT-SWIVEL,1,SLEEVE-ORFS,1,CONNECTOR-SEAL,1,SP-0029,12.7,1.65,122.0,8,38.1,N,N,EF-003,EF-003,2012,6,518
15983,15983,19998,TA-14260,S-0066,Yes,1,30.93927878,NUT-SWIVEL,2,SLEEVE-ORFS,2,,0,SP-0029,9.52,0.89,63.0,4,31.75,N,N,EF-003,EF-003,2012,8,591
15984,15984,19999,TA-14260,S-0066,Yes,6,7.695175353,NUT-SWIVEL,2,SLEEVE-ORFS,2,,0,SP-0029,9.52,0.89,63.0,4,31.75,N,N,EF-003,EF-003,2012,8,591
15985,15985,20000,TA-14260,S-0066,Yes,20,2.551148156,NUT-SWIVEL,2,SLEEVE-ORFS,2,,0,SP-0029,9.52,0.89,63.0,4,31.75,N,N,EF-003,EF-003,2012,8,591
15986,15986,20001,TA-14263,S-0066,Yes,1,181.4987509,BOSS,1,,0,,0,SP-0029,63.5,1.65,60.0,2,101.6,N,Y,EF-017,EF-017,2013,11,1047
15987,15987,20002,TA-14263,S-0066,Yes,5,38.16706821,BOSS,1,,0,,0,SP-0029,63.5,1.65,60.0,2,101.6,N,Y,EF-017,EF-017,2013,11,1047
15988,15988,20015,TA-14283,S-0054,Yes,1,11.46486538,NUT-SWIVEL,2,SLEEVE-ORFS,2,,0,SP-0029,12.7,0.89,27.0,2,25.4,N,N,EF-003,EF-003,2011,10,294
15989,15989,20016,TA-14283,S-0054,Yes,2,7.49764916,NUT-SWIVEL,2,SLEEVE-ORFS,2,,0,SP-0029,12.7,0.89,27.0,2,25.4,N,N,EF-003,EF-003,2011,10,294
15990,15990,20017,TA-14283,S-0054,Yes,3,6.176171108,NUT-SWIVEL,2,SLEEVE-ORFS,2,,0,SP-0029,12.7,0.89,27.0,2,25.4,N,N,EF-003,EF-003,2011,10,294
15991,15991,20018,TA-14283,S-0054,Yes,5,4.30940948,NUT-SWIVEL,2,SLEEVE-ORFS,2,,0,SP-0029,12.7,0.89,27.0,2,25.4,N,N,EF-003,EF-003,2011,10,294
15992,15992,20019,TA-14283,S-0054,Yes,10,3.647279424,NUT-SWIVEL,2,SLEEVE-ORFS,2,,0,SP-0029,12.7,0.89,27.0,2,25.4,N,N,EF-003,EF-003,2011,10,294
15993,15993,20020,TA-14283,S-0054,Yes,20,3.318996456,NUT-SWIVEL,2,SLEEVE-ORFS,2,,0,SP-0029,12.7,0.89,27.0,2,25.4,N,N,EF-003,EF-003,2011,10,294
15994,15994,20021,TA-14295,S-0041,Yes,1,31.73494767,NUT-SWIVEL,2,SLEEVE-ORFS,2,,0,SP-0029,12.7,1.24,125.0,4,38.1,N,N,EF-003,EF-003,2012,6,518
15995,15995,20022,TA-14295,S-0041,Yes,6,7.483738865,NUT-SWIVEL,2,SLEEVE-ORFS,2,,0,SP-0029,12.7,1.24,125.0,4,38.1,N,N,EF-003,EF-003,2012,6,518
15996,15996,20023,TA-14295,S-0041,Yes,20,3.012969959,NUT-SWIVEL,2,SLEEVE-ORFS,2,,0,SP-0029,12.7,1.24,125.0,4,38.1,N,N,EF-003,EF-003,2012,6,518
15997,15997,20024,TA-14297,S-0041,Yes,1,37.75532347,NUT-SWIVEL,1,SLEEVE-ORFS,1,CONNECTOR-SEAL,1,SP-0029,25.4,2.41,69.0,2,63.5,N,N,EF-003,EF-003,2012,9,610
15998,15998,20025,TA-14297,S-0041,Yes,6,9.408923733,NUT-SWIVEL,1,SLEEVE-ORFS,1,CONNECTOR-SEAL,1,SP-0029,25.4,2.41,69.0,2,63.5,N,N,EF-003,EF-003,2012,9,610
15999,15999,20026,TA-14297,S-0041,Yes,20,4.181434764,NUT-SWIVEL,1,SLEEVE-ORFS,1,CONNECTOR-SEAL,1,SP-0029,25.4,2.41,69.0,2,63.5,N,N,EF-003,EF-003,2012,9,610
16000,16000,20032,TA-14314,S-0041,Yes,1,29.10033774,NUT-SWIVEL,2,SLEEVE-ORFS,2,,0,SP-0035,15.88,1.65,94.0,4,38.1,N,N,EF-003,EF-003,2013,2,769
16001,16001,20033,TA-14314,S-0041,Yes,6,7.544944164,NUT-SWIVEL,2,SLEEVE-ORFS,2,,0,SP-0035,15.88,1.65,94.0,4,38.1,N,N,EF-003,EF-003,2013,2,769
16002,16002,20034,TA-14314,S-0041,Yes,20,3.566599712,NUT-SWIVEL,2,SLEEVE-ORFS,2,,0,SP-0035,15.88,1.65,94.0,4,38.1,N,N,EF-003,EF-003,2013,2,769
16003,16003,20035,TA-14316,S-0041,Yes,1,28.49106681,NUT-SWIVEL,2,SLEEVE-ORFS,2,,0,SP-0035,15.88,1.65,63.0,4,38.1,N,N,EF-003,EF-003,2013,2,769
16004,16004,20036,TA-14316,S-0041,Yes,6,6.93567323,NUT-SWIVEL,2,SLEEVE-ORFS,2,,0,SP-0035,15.88,1.65,63.0,4,38.1,N,N,EF-003,EF-003,2013,2,769
16005,16005,20037,TA-14316,S-0041,Yes,20,2.954546719,NUT-SWIVEL,2,SLEEVE-ORFS,2,,0,SP-0035,15.88,1.65,63.0,4,38.1,N,N,EF-003,EF-003,2013,2,769
16006,16006,20041,TA-14320,S-0041,Yes,1,38.62610796,NUT-SWIVEL,1,SLEEVE-ORFS,1,CONNECTOR-SEAL,1,SP-0029,25.4,3.05,103.0,5,63.5,N,N,EF-003,EF-003,2012,9,610
16007,16007,20042,TA-14320,S-0041,Yes,6,10.27970822,NUT-SWIVEL,1,SLEEVE-ORFS,1,CONNECTOR-SEAL,1,SP-0029,25.4,3.05,103.0,5,63.5,N,N,EF-003,EF-003,2012,9,610
16008,16008,20043,TA-14320,S-0041,Yes,20,5.052219249,NUT-SWIVEL,1,SLEEVE-ORFS,1,CONNECTOR-SEAL,1,SP-0029,25.4,3.05,103.0,5,63.5,N,N,EF-003,EF-003,2012,9,610
16009,16009,20045,TA-14324,S-0066,Yes,1,32.89228424,ELBOW-90 DEG,1,CONNECTOR-SEAL,1,,0,SP-0029,9.52,1.65,97.0,6,31.75,N,N,EF-003,EF-003,2012,8,591
16010,16010,20046,TA-14324,S-0066,Yes,6,10.55791412,ELBOW-90 DEG,1,CONNECTOR-SEAL,1,,0,SP-0029,9.52,1.65,97.0,6,31.75,N,N,EF-003,EF-003,2012,8,591
16011,16011,20047,TA-14324,S-0066,Yes,20,5.530733406,ELBOW-90 DEG,1,CONNECTOR-SEAL,1,,0,SP-0029,9.52,1.65,97.0,6,31.75,N,N,EF-003,EF-003,2012,8,591
16012,16012,20048,TA-14325,S-0041,Yes,1,31.23139498,NUT-SWIVEL,2,SLEEVE-ORFS,2,,0,SP-0029,12.7,1.65,86.0,5,38.1,N,N,EF-003,EF-003,2012,6,518
16013,16013,20049,TA-14325,S-0041,Yes,6,7.519905633,NUT-SWIVEL,2,SLEEVE-ORFS,2,,0,SP-0029,12.7,1.65,86.0,5,38.1,N,N,EF-003,EF-003,2012,6,518
16014,16014,20050,TA-14325,S-0041,Yes,20,3.146508794,NUT-SWIVEL,2,SLEEVE-ORFS,2,,0,SP-0029,12.7,1.65,86.0,5,38.1,N,N,EF-003,EF-003,2012,6,518
16015,16015,20056,TA-14342,S-0072,Yes,1,17.06515026,NUT-SWIVEL,2,SLEEVE-ORFS,2,,0,SP-0029,19.05,1.65,70.0,3,50.8,N,N,EF-003,EF-003,2012,10,642
16016,16016,20057,TA-14345,S-0041,Yes,1,30.51362374,SLEEVE-ORFS,2,NUT-SWIVEL,2,,0,SP-0029,12.7,1.65,17.0,2,38.1,N,Y,EF-003,EF-003,2012,6,518
16017,16017,20058,TA-14345,S-0041,Yes,6,6.265196998,SLEEVE-ORFS,2,NUT-SWIVEL,2,,0,SP-0029,12.7,1.65,17.0,2,38.1,N,Y,EF-003,EF-003,2012,6,518
16018,16018,20059,TA-14345,S-0041,Yes,20,1.791646033,SLEEVE-ORFS,2,NUT-SWIVEL,2,,0,SP-0029,12.7,1.65,17.0,2,38.1,N,Y,EF-003,EF-003,2012,6,518
16019,16019,20060,TA-14346,S-0041,Yes,1,20.65400644,SLEEVE-ORFS,2,NUT-SWIVEL,2,,0,SP-0029,12.7,1.24,11.0,0,0.0,N,N,EF-003,EF-003,2012,6,518
16020,16020,20061,TA-14346,S-0041,Yes,6,4.48746126,SLEEVE-ORFS,2,NUT-SWIVEL,2,,0,SP-0029,12.7,1.24,11.0,0,0.0,N,N,EF-003,EF-003,2012,6,518
16021,16021,20062,TA-14346,S-0041,Yes,20,1.50509395,SLEEVE-ORFS,2,NUT-SWIVEL,2,,0,SP-0029,12.7,1.24,11.0,0,0.0,N,N,EF-003,EF-003,2012,6,518
16022,16022,20063,TA-14347,S-0041,Yes,1,30.27158461,SLEEVE-ORFS,2,NUT-SWIVEL,2,,0,SP-0029,12.7,1.24,13.0,2,38.1,Y,Y,EF-003,EF-003,2012,6,518
16023,16023,20064,TA-14347,S-0041,Yes,6,6.560095258,SLEEVE-ORFS,2,NUT-SWIVEL,2,,0,SP-0029,12.7,1.24,13.0,2,38.1,Y,Y,EF-003,EF-003,2012,6,518
16024,16024,20065,TA-14347,S-0041,Yes,20,2.186698419,SLEEVE-ORFS,2,NUT-SWIVEL,2,,0,SP-0029,12.7,1.24,13.0,2,38.1,Y,Y,EF-003,EF-003,2012,6,518
16025,16025,20066,TA-14348,S-0041,Yes,1,42.37354151,NUT-SWIVEL,1,SLEEVE-ORFS,1,ELBOW-90 DEG,1,SP-0029,25.4,3.05,204.0,8,63.5,N,N,EF-003,EF-003,2012,11,690
16026,16026,20067,TA-14348,S-0041,Yes,6,14.02992383,NUT-SWIVEL,1,SLEEVE-ORFS,1,ELBOW-90 DEG,1,SP-0029,25.4,3.05,204.0,8,63.5,N,N,EF-003,EF-003,2012,11,690
16027,16027,20068,TA-14348,S-0041,Yes,20,8.802434858,NUT-SWIVEL,1,SLEEVE-ORFS,1,ELBOW-90 DEG,1,SP-0029,25.4,3.05,204.0,8,63.5,N,N,EF-003,EF-003,2012,11,690
16028,16028,20069,TA-14350,S-0041,Yes,1,31.66539619,NUT-SWIVEL,2,SLEEVE-ORFS,2,,0,SP-0029,19.05,1.65,55.0,4,50.8,N,N,EF-003,EF-003,2012,9,610
16029,16029,20070,TA-14350,S-0041,Yes,6,7.953906846,NUT-SWIVEL,2,SLEEVE-ORFS,2,,0,SP-0029,19.05,1.65,55.0,4,50.8,N,N,EF-003,EF-003,2012,9,610
16030,16030,20071,TA-14350,S-0041,Yes,20,3.583292066,NUT-SWIVEL,2,SLEEVE-ORFS,2,,0,SP-0029,19.05,1.65,55.0,4,50.8,N,N,EF-003,EF-003,2012,9,610
16031,16031,20072,TA-14360,S-0041,Yes,1,33.00913072,CONNECTOR-SEAL,2,,0,,0,SP-0029,15.88,2.41,132.0,7,50.8,N,N,EF-003,EF-003,2012,9,610
16032,16032,20073,TA-14360,S-0041,Yes,6,9.29764137,CONNECTOR-SEAL,2,,0,,0,SP-0029,15.88,2.41,132.0,7,50.8,N,N,EF-003,EF-003,2012,9,610
16033,16033,20074,TA-14360,S-0041,Yes,20,4.927026591,CONNECTOR-SEAL,2,,0,,0,SP-0029,15.88,2.41,132.0,7,50.8,N,N,EF-003,EF-003,2012,9,610
16034,16034,20075,TA-14361,S-0041,Yes,1,33.79088931,CONNECTOR-SEAL,2,,0,,0,SP-0029,15.88,2.41,179.0,7,50.8,N,N,EF-003,EF-003,2012,9,610
16035,16035,20076,TA-14361,S-0041,Yes,6,10.07939997,CONNECTOR-SEAL,2,,0,,0,SP-0029,15.88,2.41,179.0,7,50.8,N,N,EF-003,EF-003,2012,9,610
16036,16036,20077,TA-14361,S-0041,Yes,20,5.706003127,CONNECTOR-SEAL,2,,0,,0,SP-0029,15.88,2.41,179.0,7,50.8,N,N,EF-003,EF-003,2012,9,610
16037,16037,20078,TA-14364,S-0041,Yes,1,38.81807003,SLEEVE-ORFS,1,CONNECTOR,1,NUT-SWIVEL,1,SP-0029,15.88,1.65,33.0,3,50.8,Y,N,EF-003,EF-003,2012,9,610
16038,16038,20079,TA-14364,S-0041,Yes,6,10.47167029,SLEEVE-ORFS,1,CONNECTOR,1,NUT-SWIVEL,1,SP-0029,15.88,1.65,33.0,3,50.8,Y,N,EF-003,EF-003,2012,9,610
16039,16039,20080,TA-14364,S-0041,Yes,20,5.244181323,SLEEVE-ORFS,1,CONNECTOR,1,NUT-SWIVEL,1,SP-0029,15.88,1.65,33.0,3,50.8,Y,N,EF-003,EF-003,2012,9,610
16040,16040,20081,TA-14365,S-0041,Yes,1,43.06349215,SLEEVE-ORFS,1,ELBOW-90 DEG,1,NUT-SWIVEL,1,SP-0029,15.88,1.65,66.0,3,50.8,Y,N,EF-003,EF-003,2012,9,610
16041,16041,20082,TA-14365,S-0041,Yes,6,14.71709241,SLEEVE-ORFS,1,ELBOW-90 DEG,1,NUT-SWIVEL,1,SP-0029,15.88,1.65,66.0,3,50.8,Y,N,EF-003,EF-003,2012,9,610
16042,16042,20083,TA-14365,S-0041,Yes,20,9.489603445,SLEEVE-ORFS,1,ELBOW-90 DEG,1,NUT-SWIVEL,1,SP-0029,15.88,1.65,66.0,3,50.8,Y,N,EF-003,EF-003,2012,9,610
16043,16043,20099,TA-14393,S-0041,Yes,1,31.15071527,SLEEVE-FITTING,1,NUT-FITTING,1,CONNECTOR-SEAL,1,SP-0035,15.88,1.65,102.0,5,38.1,N,N,EF-003,EF-018,2013,2,782
16044,16044,20100,TA-14393,S-0041,Yes,6,7.333507676,SLEEVE-FITTING,1,NUT-FITTING,1,CONNECTOR-SEAL,1,SP-0035,15.88,1.65,102.0,5,38.1,N,N,EF-003,EF-018,2013,2,782
